Timestamp,Route
00:00,Furusund_Yxlan
00:00,Yxlan_Furusund
01:00,Furusund_Yxlan
01:00,Yxlan_Furusund
02:00,Furusund_Yxlan
02:00,Yxlan_Furusund
04:30,Furusund_Yxlan
04:30,Yxlan_Furusund
05:00,Furusund_Yxlan
05:00,Yxlan_Furusund
05:30,Furusund_Yxlan
05:30,Yxlan_Furusund
06:00,Furusund_Yxlan
06:00,Yxlan_Furusund
06:30,Furusund_Yxlan
06:30,Yxlan_Furusund
07:00,Furusund_Yxlan
07:00,Yxlan_Furusund
07:30,Furusund_Yxlan
07:30,Yxlan_Furusund
07:45,Yxlan_Furusund
08:00,Furusund_Yxlan
08:30,Furusund_Yxlan
08:00,Yxlan_Furusund
08:30,Yxlan_Furusund
09:00,Furusund_Yxlan
09:30,Furusund_Yxlan
09:00,Yxlan_Furusund
09:30,Yxlan_Furusund
10:00,Furusund_Yxlan
10:30,Furusund_Yxlan
10:00,Yxlan_Furusund
10:30,Yxlan_Furusund
11:00,Furusund_Yxlan
11:30,Furusund_Yxlan
11:00,Yxlan_Furusund
11:30,Yxlan_Furusund
12:00,Furusund_Yxlan
12:45,Furusund_Yxlan
12:00,Yxlan_Furusund
12:45,Yxlan_Furusund
13:00,Furusund_Yxlan
13:30,Furusund_Yxlan
13:00,Yxlan_Furusund
13:30,Yxlan_Furusund
14:00,Furusund_Yxlan
14:30,Furusund_Yxlan
14:00,Yxlan_Furusund
14:30,Yxlan_Furusund
15:00,Furusund_Yxlan
15:30,Furusund_Yxlan
15:00,Yxlan_Furusund
15:30,Yxlan_Furusund
16:00,Furusund_Yxlan
16:30,Furusund_Yxlan
16:00,Yxlan_Furusund
16:30,Yxlan_Furusund
17:00,Furusund_Yxlan
17:30,Furusund_Yxlan
17:00,Yxlan_Furusund
17:30,Yxlan_Furusund
18:00,Furusund_Yxlan
18:30,Furusund_Yxlan
18:00,Yxlan_Furusund
18:30,Yxlan_Furusund
19:00,Furusund_Yxlan
19:30,Furusund_Yxlan
19:00,Yxlan_Furusund
19:30,Yxlan_Furusund
20:00,Furusund_Yxlan
20:30,Furusund_Yxlan
20:00,Yxlan_Furusund
20:30,Yxlan_Furusund
21:00,Furusund_Yxlan
21:30,Furusund_Yxlan
21:00,Yxlan_Furusund
21:30,Yxlan_Furusund
22:00,Furusund_Yxlan
22:30,Furusund_Yxlan
22:00,Yxlan_Furusund
22:30,Yxlan_Furusund
23:00,Furusund_Yxlan
23:30,Furusund_Yxlan
23:00,Yxlan_Furusund
23:30,Yxlan_Furusund
